lat,long
-60.632402,-52.708241
-32.132959,-157.363916
24.941620,54.056904
13.494032,-76.867609
82.463675,-96.540796
30.878304,-178.973917
-57.239439,-174.021363
85.263191,88.831802
65.189553,155.528963
3.741049,178.532648
87.487597,60.130577
23.209777,128.171039
13.482020,100.835509
-48.895185,169.636783
-39.348350,-81.198068
70.674217,-78.781275
56.732970,128.482442
9.649065,4.797013
62.875839,176.907419
64.085151,12.289720
-8.054323,-92.068500
-33.637754,1.074674
21.507376,-1.206051
-43.311522,-21.146019
-81.420406,92.309870
31.901917,-23.542315
-33.285229,-102.026177
41.373636,36.969798
-18.055666,126.817931
54.466390,111.089915
9.297420,31.660169
56.584170,-80.375329
-5.173688,-131.767942
-11.841552,151.913569
-65.843604,-164.005595
26.828353,152.549038
20.285855,96.761297
45.825454,35.672020
-42.801707,-75.820981
82.295584,55.934176
-15.821903,-19.657915
-1.045780,-51.255551
78.070599,-150.050862
-72.522558,-147.266949
-72.398707,96.439011
72.039689,-179.379330
26.356222,71.883213
-89.010753,-31.565340
82.541084,39.548655
-61.603628,-87.281401
62.178361,-107.548939
33.786605,2.892456
-13.226014,90.904824
-33.018767,89.022392
-46.618756,139.399237
26.754208,-89.562396
-58.010513,120.782628
1.250624,154.223427
85.935227,-87.594434
76.273821,-19.854056
73.649075,13.948934
60.538207,107.390514
27.409803,-158.128841
-86.946079,-42.860029
-66.735385,95.142324
-76.874759,78.336933
81.137656,-112.382950
-28.629163,-120.081727
63.063571,-146.486894
36.522660,143.795307
-33.482092,-171.595617
10.294316,35.730926
47.837210,104.830300
-6.410448,149.158702
8.464811,79.495182
-64.373289,-166.288718
88.859580,-56.012532
-69.905981,-155.667819
-63.269996,-81.154982
-72.850714,87.659033
-36.166289,104.999464
35.762992,-70.444145
33.462942,-40.500643
54.346669,-38.850575
-84.828182,81.141352
-88.697858,64.316988
47.537776,-90.557381
-42.828718,-58.710628
61.848726,-10.225749
-37.861231,39.719953
48.169858,55.490312
-89.463280,-112.829937
2.613890,82.242971
67.697118,45.064936
50.262471,61.196398
17.375059,-39.049106
-10.761149,17.419832
51.332640,37.543961
54.921907,-158.549017
70.486952,134.279576
-1.034844,110.617706
14.187417,-61.575191
26.276128,-53.598548
58.836286,105.744301
76.768111,148.739144
41.900263,166.786191
14.676877,-93.043561
-37.294666,-9.187619
-20.851954,22.028746
12.014128,83.316902
15.782300,72.466745
37.436964,-0.348019
-13.379423,-18.544234
6.085251,-83.886795
78.316124,-23.525625
-61.947276,-96.967969
12.745134,-141.417554
44.422589,166.969481
-8.257190,-106.901108
-0.142789,35.600683
46.537510,-13.313868
-86.799874,-62.170966
-86.615745,119.312508
-19.752588,112.612242
-78.788657,47.587343
-56.404247,139.088421
-22.509597,-113.530781
54.407836,-13.230747
-22.626349,-57.391267
-40.596820,140.184089
-32.207951,-69.634054
62.660746,114.877499
-49.824064,44.673132
-58.962534,147.001219
10.044709,75.183832
-38.960791,38.809544
31.488623,-8.840367
77.115965,15.497919
-43.430919,-28.011194
-40.088270,-6.182221
-49.155503,-87.094020
69.121731,73.474316
-57.103718,-54.151103
81.452017,173.500973
-45.521112,134.343995
41.466914,-147.599308
2.835251,-24.568680
81.540408,-82.838142
4.576337,-21.000936
0.568626,129.782564
2.013997,3.328464
69.675341,-42.983377
-68.751901,-77.007882
-58.051487,30.193029
54.755499,-105.020823
5.317856,-11.610870
27.035152,169.706253
-25.499261,-142.469019
45.622824,-173.907440
-43.261595,-129.643565
-15.556819,-50.592523
0.590319,-178.533218
-21.291275,-92.399609
-85.533992,153.658625
-15.655104,116.073667
29.839860,129.501158
-5.798341,-3.303504
39.978464,-99.812719
-2.619408,-176.877206
-45.154674,40.752396
-68.038281,-7.822561
-44.955993,141.719647
-15.856232,127.214068
87.560673,-60.116438
57.638317,175.625975
68.208618,17.041904
-73.490543,-88.338953
37.781841,-2.969890
59.166038,-135.229315
-60.873246,-84.981429
-23.586824,-173.933236
-29.538838,-117.693081
-42.682688,153.552239
-14.996870,145.361593
71.270726,-86.986492
49.398769,-135.814287
-80.033342,110.683814
86.532722,-177.271793
-66.944772,-15.912079
-34.524255,-124.772473
70.761337,-59.840251
13.582130,149.992223
-73.587722,22.414165
-77.209545,-165.645928
-28.275177,44.526375
74.037001,45.550548
-37.250574,65.475836
-41.492942,-140.436439
-80.391585,45.534190
78.180639,78.718816
69.133221,-149.324701
41.698367,-151.342286
-77.419610,-10.551392
-78.066155,-173.740546
33.481895,126.695604
23.645763,-35.122184
64.946281,-9.486702
-37.512966,68.661810
-71.505056,9.613602
-3.260581,119.711061
-22.683942,56.823758
-76.625747,40.042436
74.285655,-56.156876
-40.754602,142.421252
74.014607,-136.914343
-21.559772,-21.028516
-31.678655,120.953023
52.801174,104.473962
-24.163084,-135.149946
-56.872797,147.455814
44.431514,32.041150
-62.072451,28.265476
75.182363,-11.583701
59.797553,-10.757532
-4.599903,-58.179240
-56.519440,133.197665
9.892341,-70.138239
-22.382089,113.471729
-76.640526,-61.684464
73.224254,98.926913
63.569163,-46.244042
-20.885753,-147.535166
-81.406983,47.735382
48.578877,123.754851
-9.510705,-177.777178
-41.455763,64.651368
-70.289561,4.141043
83.280059,170.525042
23.182969,132.890060
-20.238944,140.154949
-57.795531,27.370047
-80.527917,155.264548
17.807880,-55.657400
44.621300,-44.927179
-34.386211,-26.412438
-46.354077,-93.368397
77.599865,-90.093856
15.779225,91.184009
-61.717241,104.190855
-79.125089,83.319445
20.150769,-20.141702
-46.084007,-41.184373
8.946817,-46.028769
63.310557,80.035666
14.922059,141.990428
-43.752088,109.687065
36.346201,-26.015266
-52.620571,-137.778035
30.343658,-81.645195
54.060896,19.619073
20.751524,-52.919461
-68.631521,167.900795
47.062359,-125.236947
36.039634,51.645859
10.288247,-60.035462
-87.603011,-63.398670
-65.432632,68.091194
82.206802,72.864104
35.279565,167.013204
-74.852354,-116.442271
-54.215960,-159.458748
21.022068,11.821041
-47.435919,-19.634172
-62.522942,146.050863
36.517658,-133.744555
-31.330240,-71.210726
-73.935877,92.106435
-4.658258,-154.758800
-81.830050,-152.653284
74.193848,60.058200
7.114585,16.206127
29.330178,69.729704
-28.091163,82.055290
16.462433,175.808221
-0.089124,125.851115
-15.002025,93.229004
-58.724558,-173.823031
-5.705432,157.537996
21.277484,145.124093
5.077313,20.221441
-43.010503,20.685485
65.517172,53.671636
54.032883,43.889599
-63.763844,-112.271534
-49.264194,-149.798476
-39.372966,42.698620
74.797492,-129.288150
49.120621,-146.382118
28.907041,-27.242732
-82.821106,-111.534841
-70.931277,7.831575
-44.628656,-24.480472
-74.153784,-140.632411
72.115339,43.543631
53.536238,-52.901700
46.912426,-17.894734
-52.242924,32.318127
-54.838128,154.394326
60.718402,-77.908865
33.642607,170.645309
71.746212,93.075920
19.938765,141.943291
21.089844,-141.878011
-72.116815,-152.195512
25.430672,47.957594
-22.218976,-101.478332
24.345347,99.896515
33.349643,-36.074251
11.279508,48.838302
8.293997,118.653000
39.438987,-90.627972
-88.468558,-166.872374
63.513426,101.983026
-74.772958,32.065461
50.978835,159.047326
-27.045736,65.232489
86.199037,-60.902651
-8.610372,95.383338
87.222106,38.918835
-64.582540,-128.177672
-34.870026,14.505669
-0.080239,177.152683
-75.388358,-112.500917
-10.347419,67.853751
-60.880691,-97.833488
54.389398,120.745187
11.983331,179.138102
85.895448,-92.296343
-68.807705,-101.039629
-28.293046,138.502825
-61.550348,152.504761
-10.941519,-84.708296
45.292454,118.942773
-75.767321,96.014303
-22.084528,-137.777747
38.588024,58.254480
-44.914928,39.863778
6.311892,-145.363338
17.795464,-48.340652
-62.365486,-85.327705
-21.129050,21.442111
-4.306780,-64.687392
43.345671,68.030733
16.479314,29.035812
68.267048,-71.774005
-50.437971,163.314210
-76.919497,3.444143
7.800636,-133.491797
28.596843,13.810147
7.582725,-138.103248
-39.157779,131.795844
19.015860,50.501949
63.747042,-126.776927
